data,obiekt,band,max,min,mean,max-min,max_after,min_after,mean_after,max-min_after
2020-06-01,lisc,b2,306,212,255.41463414634146,94,306,212,255.41463414634146,94
2020-06-01,lisc,b3,525,405,474.0243902439024,120,518.0,410.0,474.44871794871796,108.0
2020-06-01,lisc,b4,279,186,214.4390243902439,93,279,186,214.4390243902439,93
2020-06-01,lisc,b5,819,682,753.060975609756,137,809.0,696.0,753.1025641025641,113.0
2020-06-01,lisc,b6,2873,2163,2581.2804878048782,710,2833.0,2327.0,2584.0641025641025,506.0
2020-06-01,lisc,b7,3458,2519,2996.9024390243903,939,3310.0,2696.0,2997.397435897436,614.0
2020-06-01,lisc,b8,3764,2658,3272.4634146341464,1106,3624.0,2818.0,3274.2051282051284,806.0
2020-06-01,lisc,b9,3537,2956,3288.1341463414633,581,3489.0,3052.0,3290.269230769231,437.0
2020-06-01,lisc,b10,1436,1235,1334.5975609756097,201,1409.0,1263.0,1334.7051282051282,146.0
2020-06-01,lisc,b11,638,540,587.9756097560976,98,638,540,587.9756097560976,98
2020-06-01,lisc,b12,3603,2791,3211.670731707317,812,3498.0,2850.0,3212.4358974358975,648.0
2020-07-18,trw,b1,329,245,285.1203703703704,84,329,245,285.1203703703704,84
2020-07-18,trw,b2,372,258,311.93518518518516,114,363.0,268.0,311.75,95.0
2020-07-18,trw,b3,704,546,620.4907407407408,158,688.0,558.0,620.2884615384615,130.0
2020-07-18,trw,b4,498,248,366.5,250,475.0,258.0,366.3269230769231,217.0
2020-07-18,trw,b5,1211,903,1084.9351851851852,308,1194.0,936.0,1085.8173076923076,258.0
2020-07-18,trw,b6,4302,1899,2856.175925925926,2403,4204.0,2228.0,2844.125,1976.0
2020-07-18,trw,b7,5393,2145,3371.1574074074074,3248,5272.0,2549.0,3353.0865384615386,2723.0
2020-07-18,trw,b8,5557,2170,3502.2314814814813,3387,5412.0,2666.0,3485.451923076923,2746.0
2020-07-18,trw,b9,5728,2682,3719.0185185185187,3046,5621.0,2941.0,3699.423076923077,2680.0
2020-07-18,trw,b10,2114,1675,1944.4907407407406,439,2081.0,1770.0,1946.3846153846155,311.0
2020-07-18,trw,b11,1092,732,900.7129629629629,360,1051.0,750.0,900.625,301.0
2020-07-18,trw,b12,5688,2386,3690.6574074074074,3302,5649.0,2824.0,3673.548076923077,2825.0
2020-07-18,ws,b1,293,191,240.16346153846155,102,290.0,194.0,240.08,96.0
2020-07-18,ws,b2,406,182,303.875,224,404.0,189.0,304.23,215.0
2020-07-18,ws,b3,660,339,531.2307692307693,321,656.0,361.0,532.39,295.0
2020-07-18,ws,b4,380,160,271.6826923076923,220,372.0,165.0,271.75,207.0
2020-07-18,ws,b5,553,129,276.4519230769231,424,548.0,133.0,273.89,415.0
2020-07-18,ws,b6,204,66,111.27884615384616,138,180.0,69.0,110.43,111.0
2020-07-18,ws,b7,256,66,116.59615384615384,190,190.0,70.0,115.28,120.0
2020-07-18,ws,b8,202,64,103.83653846153847,138,179.0,64.0,102.84,115.0
2020-07-18,ws,b9,257,25,87.17307692307692,232,246.0,39.0,84.94,207.0
2020-07-18,ws,b10,111,37,63.05769230769231,74,111.0,37.0,63.05769230769231,74.0
2020-07-18,ws,b11,88,17,46.10576923076923,71,88.0,17.0,46.10576923076923,71.0
2020-07-18,ws,b12,175,43,86.83653846153847,132,149.0,46.0,86.12,103.0
2020-07-18,wp,b1,393,263,305.4047619047619,130,366.0,263.0,304.275,103.0
2020-07-18,wp,b2,290,133,181.95238095238096,157,225.0,137.0,180.95,88.0
2020-07-18,wp,b3,508,153,231.45238095238096,355,294.0,156.0,229.1625,138.0
2020-07-18,wp,b4,279,100,176.01190476190476,179,269.0,119.0,175.2625,150.0
2020-07-18,wp,b5,656,210,417.14285714285717,446,614.0,213.0,416.825,401.0
2020-07-18,wp,b6,1828,200,948.2619047619048,1628,1731.0,343.0,945.5375,1388.0
2020-07-18,wp,b7,2184,301,1121.9761904761904,1883,1864.0,342.0,1117.125,1522.0
2020-07-18,wp,b8,2807,268,585.0595238095239,2539,1112.0,314.0,555.15,798.0
2020-07-18,wp,b9,4093,1977,2957.214285714286,2116,4090.0,2010.0,2953.325,2080.0
2020-07-18,wp,b10,1248,352,778.8571428571429,896,1232.0,390.0,778.0,842.0
2020-07-18,wp,b11,762,176,365.6666666666667,586,729.0,181.0,360.4375,548.0
2020-07-18,wp,b12,2476,413,1234.202380952381,2063,2118.0,420.0,1227.8625,1698.0
2020-07-18,zab,b1,1665,387,651.5431034482758,1278,1079.0,412.0,641.5714285714286,667.0
2020-07-18,zab,b2,6712,324,1495.0344827586207,6388,6624.0,386.0,1422.5,6238.0
2020-07-18,zab,b3,7256,430,1645.9655172413793,6826,6664.0,581.0,1572.7589285714287,6083.0
2020-07-18,zab,b4,8060,429,1690.155172413793,7631,6420.0,437.0,1613.5,5983.0
2020-07-18,zab,b5,5163,1010,1736.3706896551723,4153,4258.0,1015.0,1688.330357142857,3243.0
2020-07-18,zab,b6,6214,1355,2385.198275862069,4859,4576.0,1421.0,2338.4821428571427,3155.0
2020-07-18,zab,b7,5689,1592,2555.4827586206898,4097,4502.0,1630.0,2519.3035714285716,2872.0
2020-07-18,zab,b8,8880,962,2610.7758620689656,7918,6997.0,1174.0,2543.3035714285716,5823.0
2020-07-18,zab,b9,4287,2119,3087.189655172414,2168,4260.0,2261.0,3083.2946428571427,1999.0
2020-07-18,zab,b10,7527,1484,2730.2844827586205,6043,4868.0,1637.0,2671.8839285714284,3231.0
2020-07-18,zab,b11,7252,1041,2231.5258620689656,6211,4902.0,1060.0,2164.25,3842.0
2020-07-18,zab,b12,5673,1613,2750.0344827586205,4060,4633.0,1636.0,2718.8571428571427,2997.0
2020-07-18,igl,b1,312,239,257.4140625,73,312,239,257.4140625,73
2020-07-18,igl,b2,317,218,264.2421875,99,317,218,264.2421875,99
2020-07-18,igl,b3,494,343,407.609375,151,456.0,358.0,407.54918032786884,98.0
2020-07-18,igl,b4,346,204,256.4609375,142,296.0,217.0,256.1639344262295,79.0
2020-07-18,igl,b5,733,556,637.359375,177,706.0,569.0,637.2049180327868,137.0
2020-07-18,igl,b6,2068,1510,1738.2109375,558,1872.0,1586.0,1737.1967213114754,286.0
2020-07-18,igl,b7,2514,1767,2044.6171875,747,2210.0,1873.0,2042.9590163934427,337.0
2020-07-18,igl,b8,2484,1737,2109.984375,747,2338.0,1858.0,2111.032786885246,480.0
2020-07-18,igl,b9,2631,2049,2230.2265625,582,2382.0,2092.0,2227.565573770492,290.0
2020-07-18,igl,b10,1232,849,1001.1171875,383,1180.0,893.0,998.9344262295082,287.0
2020-07-18,igl,b11,687,391,471.703125,296,572.0,404.0,469.7049180327869,168.0
2020-07-18,igl,b12,2672,1860,2208.5546875,812,2406.0,2006.0,2207.5737704918033,400.0
2020-07-18,lisc,b1,267,182,219.76041666666666,85,267,182,219.76041666666666,85
2020-07-18,lisc,b2,303,164,220.55208333333334,139,281.0,183.0,220.1413043478261,98.0
2020-07-18,lisc,b3,491,311,403.1041666666667,180,485.0,341.0,403.0652173913044,144.0
2020-07-18,lisc,b4,247,156,201.14583333333334,91,247,156,201.14583333333334,91
2020-07-18,lisc,b5,829,554,689.2083333333334,275,793.0,580.0,688.9673913043479,213.0
2020-07-18,lisc,b6,3428,2267,2901.40625,1161,3336.0,2441.0,2903.141304347826,895.0
2020-07-18,lisc,b7,4442,2926,3711.0,1516,4304.0,2981.0,3713.1304347826085,1323.0
2020-07-18,lisc,b8,4732,2886,3840.4166666666665,1846,4564.0,3096.0,3842.7608695652175,1468.0
2020-07-18,lisc,b9,4639,3221,4040.4583333333335,1418,4583.0,3367.0,4044.4021739130435,1216.0
2020-07-18,lisc,b10,1783,1286,1567.7708333333333,497,1763.0,1352.0,1568.945652173913,411.0
2020-07-18,lisc,b11,719,519,625.3020833333334,200,710.0,533.0,625.5326086956521,177.0
2020-07-18,lisc,b12,4719,3180,4019.4166666666665,1539,4657.0,3316.0,4022.782608695652,1341.0
2020-08-07,trw,b1,323,237,279.14516129032256,86,323,237,279.14516129032256,86
2020-08-07,trw,b2,355,246,299.43548387096774,109,339.0,257.0,299.4406779661017,82.0
2020-08-07,trw,b3,794,533,639.516129032258,261,765.0,559.0,638.4661016949152,206.0
2020-08-07,trw,b4,470,248,344.31451612903226,222,451.0,274.0,343.4406779661017,177.0
2020-08-07,trw,b5,1419,897,1137.1612903225807,522,1297.0,961.0,1137.0254237288136,336.0
2020-08-07,trw,b6,4742,2244,3434.548387096774,2498,4612.0,2354.0,3431.423728813559,2258.0
2020-08-07,trw,b7,5891,2695,4177.443548387097,3196,5716.0,2764.0,4172.127118644068,2952.0
2020-08-07,trw,b8,5972,2740,4225.346774193548,3232,5788.0,2810.0,4220.033898305085,2978.0
2020-08-07,trw,b9,6132,3080,4537.467741935484,3052,6007.0,3124.0,4534.483050847458,2883.0
2020-08-07,trw,b10,2593,1721,2129.3225806451615,872,2556.0,1809.0,2126.8474576271187,747.0
2020-08-07,trw,b11,1230,756,974.8790322580645,474,1197.0,771.0,974.0762711864406,426.0
2020-08-07,trw,b12,6246,2987,4561.967741935484,3259,6069.0,3106.0,4559.466101694915,2963.0
2020-08-07,ws,b1,243,169,215.89,74,243,169,215.89,74
2020-08-07,ws,b2,256,179,215.47,77,256,179,215.47,77
2020-08-07,ws,b3,406,257,319.85,149,405.0,260.0,319.3541666666667,145.0
2020-08-07,ws,b4,286,130,189.49,156,285.0,135.0,188.66666666666666,150.0
2020-08-07,ws,b5,404,123,223.68,281,401.0,127.0,222.01041666666666,274.0
2020-08-07,ws,b6,345,108,168.68,237,272.0,114.0,166.77083333333334,158.0
2020-08-07,ws,b7,343,120,181.2,223,287.0,121.0,179.34375,166.0
2020-08-07,ws,b8,279,107,158.49,172,252.0,109.0,157.27083333333334,143.0
2020-08-07,ws,b9,685,39,108.91,646,333.0,44.0,99.65625,289.0
2020-08-07,ws,b10,159,31,81.63,128,149.0,50.0,80.96875,99.0
2020-08-07,ws,b11,99,28,52.02,71,99,28,52.02,71
2020-08-07,ws,b12,298,102,155.76,196,268.0,102.0,153.94791666666666,166.0
2020-08-07,wp,b1,399,227,291.53333333333336,172,396.0,235.0,290.5232558139535,161.0
2020-08-07,wp,b2,248,112,176.24444444444444,136,245.0,123.0,175.98837209302326,122.0
2020-08-07,wp,b3,415,158,238.8111111111111,257,369.0,170.0,236.63953488372093,199.0
2020-08-07,wp,b4,421,108,175.95555555555555,313,354.0,117.0,171.93023255813952,237.0
2020-08-07,wp,b5,858,96,407.06666666666666,762,736.0,141.0,404.6046511627907,595.0
2020-08-07,wp,b6,2023,112,917.0888888888888,1911,1896.0,165.0,911.0697674418604,1731.0
2020-08-07,wp,b7,2342,86,1122.5777777777778,2256,2214.0,245.0,1117.906976744186,1969.0
2020-08-07,wp,b8,2098,266,594.3888888888889,1832,1200.0,331.0,573.7209302325581,869.0
2020-08-07,wp,b9,3948,1772,2723.0333333333333,2176,3870.0,1826.0,2716.6627906976746,2044.0
2020-08-07,wp,b10,1391,235,765.4777777777778,1156,1310.0,289.0,763.3023255813954,1021.0
2020-08-07,wp,b11,794,82,363.52222222222224,712,698.0,129.0,360.01162790697674,569.0
2020-08-07,wp,b12,2619,120,1212.7555555555555,2499,2358.0,298.0,1207.546511627907,2060.0
2020-08-07,zab,b1,1385,383,685.8333333333334,1002,1358.0,386.0,677.6105263157895,972.0
2020-08-07,zab,b2,4920,249,1393.4040404040404,4671,3934.0,421.0,1349.778947368421,3513.0
2020-08-07,zab,b3,4804,373,1538.5353535353536,4431,4168.0,558.0,1498.5736842105264,3610.0
2020-08-07,zab,b4,4516,483,1576.3484848484848,4033,3848.0,611.0,1538.9894736842105,3237.0
2020-08-07,zab,b5,3620,887,1717.8737373737374,2733,3262.0,1021.0,1697.0684210526315,2241.0
2020-08-07,zab,b6,4406,1326,2259.878787878788,3080,3748.0,1447.0,2240.563157894737,2301.0
2020-08-07,zab,b7,4407,1512,2447.722222222222,2895,3853.0,1576.0,2428.436842105263,2277.0
2020-08-07,zab,b8,5234,1175,2330.3333333333335,4059,3938.0,1275.0,2298.4578947368423,2663.0
2020-08-07,zab,b9,4287,2045,2882.419191919192,2242,3945.0,2119.0,2873.257894736842,1826.0
2020-08-07,zab,b10,3984,1386,2674.60101010101,2598,3667.0,1947.0,2668.7368421052633,1720.0
2020-08-07,zab,b11,3741,958,2172.712121212121,2783,3387.0,1357.0,2164.815789473684,2030.0
2020-08-07,zab,b12,4766,1651,2577.3535353535353,3115,4150.0,1761.0,2555.1684210526314,2389.0
2020-08-07,igl,b1,286,140,237.5979381443299,146,261.0,170.0,238.74864864864864,91.0
2020-08-07,igl,b2,301,146,238.82474226804123,155,282.0,183.0,239.2054054054054,99.0
2020-08-07,igl,b3,484,260,379.8273195876289,224,432.0,310.0,380.2837837837838,122.0
2020-08-07,igl,b4,329,157,236.59278350515464,172,286.0,195.0,236.23783783783784,91.0
2020-08-07,igl,b5,699,438,585.4458762886597,261,663.0,504.0,585.9918918918919,159.0
2020-08-07,igl,b6,2025,1315,1689.8170103092784,710,1865.0,1469.0,1691.454054054054,396.0
2020-08-07,igl,b7,2454,1601,2017.3015463917525,853,2225.0,1748.0,2018.7216216216216,477.0
2020-08-07,igl,b8,2525,1520,2035.8762886597938,1005,2285.0,1720.0,2037.6324324324323,565.0
2020-08-07,igl,b9,2704,1786,2166.9484536082473,918,2328.0,1970.0,2167.5972972972972,358.0
2020-08-07,igl,b10,1244,722,950.909793814433,522,1126.0,781.0,950.581081081081,345.0
2020-08-07,igl,b11,619,327,437.4381443298969,292,537.0,359.0,436.5783783783784,178.0
2020-08-07,igl,b12,2636,1697,2187.15206185567,939,2404.0,1945.0,2188.908108108108,459.0
2020-08-07,lisc,b1,238,195,210.78571428571428,43,238,195,210.78571428571428,43
2020-08-07,lisc,b2,283,178,218.6043956043956,105,246.0,189.0,218.3793103448276,57.0
2020-08-07,lisc,b3,455,293,374.5934065934066,162,429.0,331.0,374.4942528735632,98.0
2020-08-07,lisc,b4,268,163,208.8901098901099,105,254.0,177.0,208.632183908046,77.0
2020-08-07,lisc,b5,779,506,648.5879120879121,273,725.0,580.0,648.551724137931,145.0
2020-08-07,lisc,b6,3201,2131,2601.1923076923076,1070,3037.0,2236.0,2599.6264367816093,801.0
2020-08-07,lisc,b7,4208,2646,3333.252747252747,1562,4016.0,2755.0,3330.3505747126437,1261.0
2020-08-07,lisc,b8,4444,2697,3397.631868131868,1747,4108.0,2784.0,3393.1954022988507,1324.0
2020-08-07,lisc,b9,4346,3097,3623.1483516483518,1249,4194.0,3150.0,3619.3390804597702,1044.0
2020-08-07,lisc,b10,1733,1301,1533.9395604395604,432,1702.0,1386.0,1534.4195402298851,316.0
2020-08-07,lisc,b11,705,502,606.8296703296703,203,668.0,556.0,606.9597701149426,112.0
2020-08-07,lisc,b12,4521,3025,3679.8846153846152,1496,4346.0,3098.0,3676.9310344827586,1248.0
2020-09-21,trw,b1,157,65,85.91111111111111,92,157,65,85.91111111111111,92
2020-09-21,trw,b2,332,176,225.86666666666667,156,288.0,189.0,224.80232558139534,99.0
2020-09-21,trw,b3,607,374,470.96666666666664,233,541.0,412.0,470.3953488372093,129.0
2020-09-21,trw,b4,550,251,338.31111111111113,299,417.0,255.0,336.63953488372096,162.0
2020-09-21,trw,b5,1073,779,924.5111111111111,294,1005.0,834.0,924.3953488372093,171.0
2020-09-21,trw,b6,2677,1484,2087.711111111111,1193,2614.0,1608.0,2087.453488372093,1006.0
2020-09-21,trw,b7,3193,1785,2490.8777777777777,1408,3138.0,1924.0,2490.0116279069766,1214.0
2020-09-21,trw,b8,3527,2065,2825.511111111111,1462,3496.0,2247.0,2825.6279069767443,1249.0
2020-09-21,trw,b9,3713,2398,2949.188888888889,1315,3500.0,2442.0,2945.779069767442,1058.0
2020-09-21,trw,b10,2309,1684,1968.9333333333334,625,2191.0,1708.0,1968.093023255814,483.0
2020-09-21,trw,b11,1205,711,923.6111111111111,494,1096.0,723.0,922.7674418604652,373.0
2020-09-21,trw,b12,3633,2281,2927.3888888888887,1352,3493.0,2431.0,2926.279069767442,1062.0
2020-09-21,ws,b1,93,18,45.785714285714285,75,93,18,45.785714285714285,75
2020-09-21,ws,b2,195,93,133.87755102040816,102,190.0,97.0,133.4468085106383,93.0
2020-09-21,ws,b3,300,110,204.9591836734694,190,291.0,125.0,204.9255319148936,166.0
2020-09-21,ws,b4,167,53,113.86734693877551,114,164.0,56.0,114.03191489361703,108.0
2020-09-21,ws,b5,224,48,131.25510204081633,176,222.0,57.0,131.01063829787233,165.0
2020-09-21,ws,b6,146,60,97.24489795918367,86,146,60,97.24489795918367,86
2020-09-21,ws,b7,162,61,110.16326530612245,101,155.0,70.0,110.05319148936171,85.0
2020-09-21,ws,b8,170,68,107.72448979591837,102,153.0,69.0,107.37234042553192,84.0
2020-09-21,ws,b9,379,23,66.12244897959184,356,152.0,26.0,62.03191489361702,126.0
2020-09-21,ws,b10,105,24,47.83673469387755,81,105,24,47.83673469387755,81
2020-09-21,ws,b11,61,1,32.275510204081634,60,61,1,32.275510204081634,60
2020-09-21,ws,b12,158,51,91.88775510204081,107,132.0,57.0,91.5,75.0
2020-09-21,wp,b1,309,40,118.82608695652173,269,234.0,40.0,116.7840909090909,194.0
2020-09-21,wp,b2,248,55,116.26086956521739,193,224.0,61.0,114.81818181818181,163.0
2020-09-21,wp,b3,369,82,168.3695652173913,287,350.0,91.0,165.7840909090909,259.0
2020-09-21,wp,b4,351,62,129.18478260869566,289,322.0,66.0,125.93181818181819,256.0
2020-09-21,wp,b5,819,43,255.1413043478261,776,622.0,55.0,248.0340909090909,567.0
2020-09-21,wp,b6,2017,49,511.10869565217394,1968,1576.0,68.0,491.67045454545456,1508.0
2020-09-21,wp,b7,2557,11,620.3695652173913,2546,1858.0,78.0,595.125,1780.0
2020-09-21,wp,b8,1496,166,386.67391304347825,1330,1271.0,203.0,367.82954545454544,1068.0
2020-09-21,wp,b9,3597,1500,2333.032608695652,2097,3316.0,1592.0,2324.9545454545455,1724.0
2020-09-21,wp,b10,1634,210,547.6413043478261,1424,1005.0,223.0,534.9318181818181,782.0
2020-09-21,wp,b11,841,96,279.85869565217394,745,553.0,117.0,271.40909090909093,436.0
2020-09-21,wp,b12,2849,96,698.1630434782609,2753,2108.0,195.0,671.1022727272727,1913.0
2020-09-21,zab,b1,1187,159,537.9237288135594,1028,1140.0,258.0,533.1842105263158,882.0
2020-09-21,zab,b2,4572,274,1171.8898305084747,4298,3496.0,290.0,1134.201754385965,3206.0
2020-09-21,zab,b3,4188,380,1342.1186440677966,3808,3818.0,437.0,1309.8333333333333,3381.0
2020-09-21,zab,b4,4208,363,1403.8135593220338,3845,3306.0,448.0,1374.701754385965,2858.0
2020-09-21,zab,b5,3330,715,1549.9830508474577,2615,3200.0,860.0,1532.4912280701753,2340.0
2020-09-21,zab,b6,3641,1051,2040.2966101694915,2590,3625.0,1180.0,2029.2631578947369,2445.0
2020-09-21,zab,b7,3638,1233,2237.737288135593,2405,3629.0,1275.0,2230.4736842105262,2354.0
2020-09-21,zab,b8,4617,868,2231.6525423728813,3749,3970.0,1159.0,2215.684210526316,2811.0
2020-09-21,zab,b9,3809,1845,2641.4491525423728,1964,3622.0,1865.0,2634.7631578947367,1757.0
2020-09-21,zab,b10,4010,1131,2429.5169491525426,2879,3601.0,1543.0,2424.3596491228072,2058.0
2020-09-21,zab,b11,3804,821,2064.364406779661,2983,3259.0,1165.0,2055.815789473684,2094.0
2020-09-21,zab,b12,3656,1265,2344.915254237288,2391,3563.0,1415.0,2340.4210526315787,2148.0
2020-09-21,igl,b1,133,37,76.47413793103448,96,133,37,76.47413793103448,96
2020-09-21,igl,b2,230,111,175.99137931034483,119,227.0,127.0,176.11607142857142,100.0
2020-09-21,igl,b3,380,224,303.58620689655174,156,377.0,231.0,303.63392857142856,146.0
2020-09-21,igl,b4,262,122,190.20689655172413,140,238.0,141.0,190.14285714285714,97.0
2020-09-21,igl,b5,554,388,476.8189655172414,166,545.0,417.0,476.86607142857144,128.0
2020-09-21,igl,b6,1638,1175,1456.9137931034484,463,1612.0,1308.0,1458.0892857142858,304.0
2020-09-21,igl,b7,2037,1388,1768.3103448275863,649,1964.0,1584.0,1769.2410714285713,380.0
2020-09-21,igl,b8,2198,1328,1898.8879310344828,870,2164.0,1594.0,1902.1607142857142,570.0
2020-09-21,igl,b9,2152,1697,1944.551724137931,455,2085.0,1836.0,1944.3125,249.0
2020-09-21,igl,b10,1004,661,815.0086206896551,343,956.0,671.0,814.8035714285714,285.0
2020-09-21,igl,b11,474,295,376.08620689655174,179,462.0,315.0,375.625,147.0
2020-09-21,igl,b12,2166,1618,1929.5775862068965,548,2130.0,1724.0,1930.4107142857142,406.0
2020-09-21,lisc,b1,100,31,65.13888888888889,69,100,31,65.13888888888889,69
2020-09-21,lisc,b2,250,114,179.62962962962962,136,235.0,120.0,179.53846153846155,115.0
2020-09-21,lisc,b3,402,231,320.99074074074076,171,383.0,241.0,321.24038461538464,142.0
2020-09-21,lisc,b4,344,147,230.4351851851852,197,330.0,150.0,229.97115384615384,180.0
2020-09-21,lisc,b5,776,438,613.3981481481482,338,752.0,487.0,613.7019230769231,265.0
2020-09-21,lisc,b6,2477,1306,1833.7037037037037,1171,2370.0,1401.0,1831.2115384615386,969.0
2020-09-21,lisc,b7,3255,1598,2304.8333333333335,1657,3167.0,1720.0,2300.0384615384614,1447.0
2020-09-21,lisc,b8,3732,1777,2600.472222222222,1955,3628.0,1963.0,2593.721153846154,1665.0
2020-09-21,lisc,b9,3568,2138,2686.296296296296,1430,3452.0,2192.0,2680.298076923077,1260.0
2020-09-21,lisc,b10,1914,1201,1554.287037037037,713,1852.0,1221.0,1554.3076923076924,631.0
2020-09-21,lisc,b11,954,511,695.9907407407408,443,908.0,528.0,694.7019230769231,380.0
2020-09-21,lisc,b12,3685,2036,2698.1666666666665,1649,3554.0,2122.0,2692.298076923077,1432.0
2020-10-06,trw,b1,149,71,113.52222222222223,78,149,71,113.52222222222223,78
2020-10-06,trw,b2,280,156,221.15555555555557,124,271.0,171.0,221.1860465116279,100.0
2020-10-06,trw,b3,590,344,475.75555555555553,246,547.0,380.0,476.22093023255815,167.0
2020-10-06,trw,b4,642,376,485.4888888888889,266,602.0,386.0,484.72093023255815,216.0
2020-10-06,trw,b5,1150,819,1007.7888888888889,331,1138.0,865.0,1008.8488372093024,273.0
2020-10-06,trw,b6,2285,1247,1744.1666666666667,1038,2264.0,1357.0,1743.046511627907,907.0
2020-10-06,trw,b7,2534,1478,2028.6666666666667,1056,2522.0,1582.0,2029.4418604651162,940.0
2020-10-06,trw,b8,2777,1781,2279.2555555555555,996,2742.0,1842.0,2279.6627906976746,900.0
2020-10-06,trw,b9,3002,1922,2521.9555555555557,1080,2975.0,2121.0,2523.5116279069766,854.0
2020-10-06,trw,b10,2528,1821,2288.1111111111113,707,2487.0,1947.0,2292.0348837209303,540.0
2020-10-06,trw,b11,1393,841,1184.0666666666666,552,1332.0,916.0,1186.5348837209303,416.0
2020-10-06,trw,b12,2965,1950,2496.3555555555554,1015,2914.0,2028.0,2498.453488372093,886.0
2020-10-06,ws,b1,29,0,11.784090909090908,29,29,0,11.784090909090908,29
2020-10-06,ws,b2,95,24,56.95454545454545,71,95,24,56.95454545454545,71
2020-10-06,ws,b3,162,110,134.9318181818182,52,162,110,134.9318181818182,52
2020-10-06,ws,b4,93,61,76.2840909090909,32,93,61,76.2840909090909,32
2020-10-06,ws,b5,113,53,76.9659090909091,60,113,53,76.9659090909091,60
2020-10-06,ws,b6,73,10,35.21590909090909,63,73,10,35.21590909090909,63
2020-10-06,ws,b7,94,16,44.69318181818182,78,94,16,44.69318181818182,78
2020-10-06,ws,b8,82,19,46.18181818181818,63,82,19,46.18181818181818,63
2020-10-06,ws,b9,1271,0,51.09090909090909,1271,271.0,0.0,30.238095238095237,271.0
2020-10-06,ws,b10,68,15,32.89772727272727,53,68,15,32.89772727272727,53
2020-10-06,ws,b11,53,1,24.545454545454547,52,53,1,24.545454545454547,52
2020-10-06,ws,b12,85,6,34.43181818181818,79,85,6,34.43181818181818,79
2020-10-06,wp,b1,208,9,107.20754716981132,199,189.0,46.0,107.33333333333333,143.0
2020-10-06,wp,b2,172,14,85.60377358490567,158,147.0,31.0,85.16666666666667,116.0
2020-10-06,wp,b3,386,75,202.00943396226415,311,348.0,106.0,200.87254901960785,242.0
2020-10-06,wp,b4,324,66,163.4811320754717,258,249.0,81.0,162.92156862745097,168.0
2020-10-06,wp,b5,1205,0,297.35849056603774,1205,685.0,103.0,289.2352941176471,582.0
2020-10-06,wp,b6,1930,0,435.91509433962267,1930,1765.0,1.0,416.5980392156863,1764.0
2020-10-06,wp,b7,2550,1,529.122641509434,2549,1961.0,42.0,503.80392156862746,1919.0
2020-10-06,wp,b8,1779,132,339.7169811320755,1647,1202.0,160.0,318.9019607843137,1042.0
2020-10-06,wp,b9,3527,921,2297.5471698113206,2606,3526.0,1373.0,2300.4313725490197,2153.0
2020-10-06,wp,b10,1784,157,586.7924528301887,1627,1394.0,160.0,574.7941176470588,1234.0
2020-10-06,wp,b11,1111,89,313.0660377358491,1022,708.0,101.0,305.53921568627453,607.0
2020-10-06,wp,b12,2632,1,613.7924528301887,2631,2191.0,25.0,588.1274509803922,2166.0
2020-10-06,zab,b1,1745,170,437.2549019607843,1575,1435.0,184.0,419.0612244897959,1251.0
2020-10-06,zab,b2,7956,83,1213.6274509803923,7873,5380.0,201.0,1104.061224489796,5179.0
2020-10-06,zab,b3,8072,342,1381.1274509803923,7730,5972.0,357.0,1272.5204081632653,5615.0
2020-10-06,zab,b4,8304,190,1420.2450980392157,8114,6600.0,362.0,1309.8469387755101,6238.0
2020-10-06,zab,b5,5477,613,1505.8725490196077,4864,5250.0,658.0,1443.9897959183672,4592.0
2020-10-06,zab,b6,6070,774,2044.4411764705883,5296,4511.0,1124.0,2001.234693877551,3387.0
2020-10-06,zab,b7,5415,833,2183.4117647058824,4582,4810.0,1109.0,2146.3469387755104,3701.0
2020-10-06,zab,b8,7537,809,2266.7843137254904,6728,6720.0,981.0,2187.6632653061224,5739.0
2020-10-06,zab,b9,3539,1656,2654.0,1883,3369.0,1889.0,2656.316326530612,1480.0
2020-10-06,zab,b10,6075,1108,2424.529411764706,4967,5259.0,1379.0,2379.6020408163267,3880.0
2020-10-06,zab,b11,6279,723,1943.686274509804,5556,4846.0,949.0,1880.6632653061224,3897.0
2020-10-06,zab,b12,5735,1072,2379.6666666666665,4663,4487.0,1253.0,2342.8469387755104,3234.0
2020-10-06,igl,b1,96,28,53.46938775510204,68,96,28,53.46938775510204,68
2020-10-06,igl,b2,184,68,126.8061224489796,116,176.0,82.0,126.69148936170212,94.0
2020-10-06,igl,b3,389,207,290.3469387755102,182,364.0,215.0,290.09574468085106,149.0
2020-10-06,igl,b4,311,147,193.9591836734694,164,280.0,148.0,192.7872340425532,132.0
2020-10-06,igl,b5,637,337,517.3673469387755,300,630.0,402.0,518.0531914893617,228.0
2020-10-06,igl,b6,1943,1177,1558.2755102040817,766,1879.0,1289.0,1557.9574468085107,590.0
2020-10-06,igl,b7,2236,1344,1837.4591836734694,892,2199.0,1544.0,1838.659574468085,655.0
2020-10-06,igl,b8,2439,1456,1941.4591836734694,983,2382.0,1551.0,1940.6382978723404,831.0
2020-10-06,igl,b9,2351,1733,2047.8469387755101,618,2312.0,1862.0,2046.8617021276596,450.0
2020-10-06,igl,b10,1031,590,806.530612244898,441,967.0,676.0,806.4148936170212,291.0
2020-10-06,igl,b11,507,210,360.0204081632653,297,445.0,286.0,359.97872340425533,159.0
